<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
USD000000TOD 60 20201020 120000 77.8500000 77.9600000 77.7850000 77.9250000 79874000
USD000000TOD 60 20201020 130000 77.9100000 77.9425000 77.7575000 77.8275000 63983000
USD000000TOD 60 20201020 140000 77.8250000 77.9650000 77.7600000 77.8725000 67583000
USD000000TOD 60 20201020 150000 77.8600000 78.0650000 77.8400000 77.9350000 59960000
USD000000TOD 60 20201020 160000 77.9200000 77.9500000 77.7100000 77.7275000 48248000
USD000000TOD 60 20201020 170000 77.7100000 77.7300000 77.4825000 77.4925000 41526000
USD000000TOD 60 20201021 100000 77.2575000 77.2775000 76.8525000 76.8800000 274864000
USD000000TOD 60 20201021 110000 76.8800000 77.1825000 76.8625000 77.1225000 169687000
USD000000TOD 60 20201021 120000 77.1225000 77.1500000 77.0125000 77.1025000 85104000
USD000000TOD 60 20201021 130000 77.0925000 77.1225000 77.0275000 77.0775000 51490000
USD000000TOD 60 20201021 140000 77.0700000 77.3050000 77.0625000 77.2575000 94480000
USD000000TOD 60 20201021 150000 77.2550000 77.2675000 76.9675000 77.0050000 80260000
USD000000TOD 60 20201021 160000 77.0050000 77.1075000 76.7450000 76.8050000 89321000
USD000000TOD 60 20201021 170000 76.7925000 76.8225000 76.5800000 76.5850000 62963000
USD000000TOD 60 20201022 100000 76.7500000 77.2325000 76.7500000 76.9775000 253975000
USD000000TOD 60 20201022 110000 76.9825000 77.1525000 76.9600000 77.0900000 159704000
USD000000TOD 60 20201022 120000 77.0800000 77.0975000 76.9200000 76.9550000 80059000
USD000000TOD 60 20201022 130000 76.9425000 77.0375000 76.8325000 76.8575000 59362000
USD000000TOD 60 20201022 140000 76.8625000 76.9450000 76.7725000 76.8400000 71124000
USD000000TOD 60 20201022 150000 76.8475000 76.8925000 76.6950000 76.7750000 86305000
USD000000TOD 60 20201022 160000 76.7700000 76.7900000 76.4250000 76.4975000 94969000
USD000000TOD 60 20201022 170000 76.5075000 76.7550000 76.4950000 76.6450000 30784000
USD000000TOD 60 20201023 100000 76.7600000 76.9375000 76.3725000 76.3925000 226098000
USD000000TOD 60 20201023 110000 76.3875000 76.4375000 76.0950000 76.2550000 206206000
USD000000TOD 60 20201023 120000 76.2650000 76.3900000 76.1925000 76.3500000 135543000
USD000000TOD 60 20201023 130000 76.3475000 76.3925000 76.2600000 76.3275000 76791000
USD000000TOD 60 20201023 140000 76.3400000 76.5000000 76.3225000 76.4625000 97802000
USD000000TOD 60 20201023 150000 76.4650000 76.5575000 76.3900000 76.4725000 43420000
USD000000TOD 60 20201023 160000 76.4700000 76.4825000 76.2825000 76.3425000 46287000
USD000000TOD 60 20201023 170000 76.3500000 76.4275000 76.2100000 76.2300000 19805000
USD000000TOD 60 20201026 100000 76.5525000 76.7000000 76.3300000 76.4475000 141766000
USD000000TOD 60 20201026 110000 76.4550000 76.5200000 76.3700000 76.4000000 135269000
USD000000TOD 60 20201026 120000 76.4075000 76.5125000 76.3800000 76.4925000 77016000
USD000000TOD 60 20201026 130000 76.4925000 76.6100000 76.4575000 76.4675000 104632000
USD000000TOD 60 20201026 140000 76.4600000 76.5175000 76.4350000 76.4700000 59682000
USD000000TOD 60 20201026 150000 76.4700000 76.5200000 76.3550000 76.4475000 67715000
USD000000TOD 60 20201026 160000 76.4625000 76.4775000 76.0350000 76.0525000 76330000
USD000000TOD 60 20201026 170000 76.0575000 76.1725000 76.0050000 76.1175000 32212000
USD000000TOD 60 20201027 100000 76.3500000 76.5475000 76.2350000 76.4275000 158734000
USD000000TOD 60 20201027 110000 76.4375000 76.5675000 76.4275000 76.5175000 125162000
USD000000TOD 60 20201027 120000 76.5075000 76.6075000 76.4475000 76.5800000 134804000
USD000000TOD 60 20201027 130000 76.5775000 76.6025000 76.4625000 76.4900000 63077000
USD000000TOD 60 20201027 140000 76.4900000 76.4975000 76.2800000 76.3900000 77310000
USD000000TOD 60 20201027 150000 76.3800000 76.5375000 76.3675000 76.5300000 32920000
USD000000TOD 60 20201027 160000 76.5375000 76.9225000 76.4800000 76.8000000 94037000
USD000000TOD 60 20201027 170000 76.8125000 77.1775000 76.7875000 77.1200000 36733000
USD000000TOD 60 20201028 100000 77.4675000 77.5650000 77.2975000 77.5225000 251080000
USD000000TOD 60 20201028 110000 77.5275000 77.8925000 77.4850000 77.7375000 207958000
USD000000TOD 60 20201028 120000 77.7400000 78.1525000 77.7350000 78.1325000 103919000
USD000000TOD 60 20201028 130000 78.1475000 78.4900000 78.0525000 78.4750000 89278000
USD000000TOD 60 20201028 140000 78.4675000 78.5675000 78.2175000 78.3500000 114039000
USD000000TOD 60 20201028 150000 78.3500000 78.9100000 78.3075000 78.7600000 142562000
USD000000TOD 60 20201028 160000 78.7675000 78.8250000 78.4875000 78.6725000 117600000
USD000000TOD 60 20201028 170000 78.6525000 78.9100000 78.6125000 78.6500000 37906000
USD000000TOD 60 20201029 100000 78.9225000 78.9225000 78.5800000 78.8550000 145743000
USD000000TOD 60 20201029 110000 78.8375000 79.5675000 78.7550000 79.4425000 254080000
USD000000TOD 60 20201029 120000 79.4400000 79.6025000 79.2600000 79.3825000 143029000
USD000000TOD 60 20201029 130000 79.3700000 79.5400000 79.2400000 79.2650000 90978000
USD000000TOD 60 20201029 140000 79.2550000 79.5200000 79.2275000 79.5100000 74652000
USD000000TOD 60 20201029 150000 79.5100000 79.6175000 79.3150000 79.3950000 75634000
USD000000TOD 60 20201029 160000 79.4150000 79.5875000 79.2925000 79.3325000 76081000
USD000000TOD 60 20201029 170000 79.3200000 79.3675000 78.6300000 78.6300000 60669000
USD000000TOD 60 20201030 100000 79.0700000 79.5125000 79.0550000 79.3075000 201802000
USD000000TOD 60 20201030 110000 79.3000000 79.3125000 78.9750000 79.0000000 151149000
USD000000TOD 60 20201030 120000 78.9950000 79.1075000 78.7475000 79.1025000 104459000
USD000000TOD 60 20201030 130000 79.1100000 79.3800000 79.0350000 79.1600000 104913000
USD000000TOD 60 20201030 140000 79.1800000 79.2625000 79.0825000 79.1625000 40700000
USD000000TOD 60 20201030 150000 79.1725000 79.2675000 78.9475000 79.0000000 59771000
USD000000TOD 60 20201030 160000 78.9800000 79.2175000 78.8750000 79.1025000 56123000
USD000000TOD 60 20201030 170000 79.1175000 79.3775000 79.0600000 79.2550000 24642000
USD000000TOD 60 20201102 100000 79.5025000 81.1750000 79.5025000 80.6850000 332357000
USD000000TOD 60 20201102 110000 80.6900000 80.9400000 80.3725000 80.3725000 175996000
USD000000TOD 60 20201102 120000 80.3800000 80.4950000 80.2000000 80.3725000 90602000
USD000000TOD 60 20201102 130000 80.3600000 80.5825000 80.3075000 80.4750000 67062000
USD000000TOD 60 20201102 140000 80.4600000 80.5975000 80.4525000 80.5500000 57021000
USD000000TOD 60 20201102 150000 80.5450000 80.5900000 80.4250000 80.5500000 47660000
USD000000TOD 60 20201102 160000 80.5175000 80.5375000 80.3500000 80.3500000 74792000
USD000000TOD 60 20201102 170000 80.3400000 80.5300000 80.3075000 80.4675000 28153000
USD000000TOD 60 20201103 100000 80.2425000 80.3800000 79.8800000 79.8825000 212339000
USD000000TOD 60 20201103 110000 79.8825000 79.9300000 79.6400000 79.7525000 137316000
USD000000TOD 60 20201103 120000 79.7375000 79.8400000 79.5450000 79.6125000 80170000
USD000000TOD 60 20201103 130000 79.5925000 79.7400000 79.5275000 79.6675000 63228000
USD000000TOD 60 20201103 140000 79.6700000 79.6725000 79.2150000 79.2600000 109877000
USD000000TOD 60 20201103 150000 79.2500000 79.4525000 79.1350000 79.4200000 61144000
USD000000TOD 60 20201103 160000 79.4150000 79.5725000 79.2325000 79.5675000 47124000
USD000000TOD 60 20201103 170000 79.5575000 79.6625000 79.3800000 79.4000000 30457000
USD000000TOD 60 20201105 100000 78.3150000 78.8025000 77.8700000 78.5725000 224959000
USD000000TOD 60 20201105 110000 78.5675000 78.6050000 77.8600000 78.0475000 234361000
USD000000TOD 60 20201105 120000 78.0400000 78.1250000 77.6875000 77.7100000 132966000
USD000000TOD 60 20201105 130000 77.7175000 77.8100000 77.5200000 77.5950000 107983000
USD000000TOD 60 20201105 140000 77.5825000 77.7800000 77.5225000 77.6625000 86320000
USD000000TOD 60 20201105 150000 77.6650000 77.7625000 77.4900000 77.5700000 69526000
USD000000TOD 60 20201105 160000 77.5650000 77.5825000 77.3125000 77.4500000 81039000
USD000000TOD 60 20201105 170000 77.4500000 77.5500000 77.2875000 77.3525000 40448000
USD000000TOD 60 20201106 100000 77.4025000 77.4025000 76.9500000 77.1450000 257416000
USD000000TOD 60 20201106 110000 77.1450000 77.4600000 77.0025000 77.4550000 154087000
USD000000TOD 60 20201106 120000 77.4700000 77.6675000 77.3900000 77.5775000 110634000
USD000000TOD 60 20201106 130000 77.6000000 77.6225000 77.3500000 77.4700000 113349000
USD000000TOD 60 20201106 140000 77.4775000 77.5550000 77.2475000 77.4525000 70040000
USD000000TOD 60 20201106 150000 77.4700000 77.7800000 77.3625000 77.7450000 81193000
USD000000TOD 60 20201106 160000 77.7425000 77.9000000 77.5250000 77.6525000 49789000
USD000000TOD 60 20201106 170000 77.6325000 77.8100000 77.4500000 77.6950000 28530000
USD000000TOD 60 20201109 100000 77.2600000 77.4725000 76.7400000 77.0025000 220712000
USD000000TOD 60 20201109 110000 77.0075000 77.2625000 76.8725000 77.2100000 194140000
USD000000TOD 60 20201109 120000 77.2100000 77.2250000 76.9425000 77.1200000 88535000
USD000000TOD 60 20201109 130000 77.1275000 77.2400000 76.9900000 77.0875000 76005000
USD000000TOD 60 20201109 140000 77.0775000 77.2100000 76.6800000 76.6975000 140640000
USD000000TOD 60 20201109 150000 76.7175000 76.7475000 75.9375000 75.9500000 180549000
USD000000TOD 60 20201109 160000 75.9625000 76.2200000 75.8500000 76.1250000 129260000
USD000000TOD 60 20201109 170000 76.1250000 76.1625000 75.9450000 76.0250000 192706000
USD000000TOD 60 20201110 100000 76.5775000 76.6000000 76.1125000 76.5275000 260736000
USD000000TOD 60 20201110 110000 76.5450000 76.5475000 76.2950000 76.3250000 132151000
USD000000TOD 60 20201110 120000 76.3350000 76.3925000 76.2200000 76.3275000 150913000
USD000000TOD 60 20201110 130000 76.3300000 76.4950000 76.2950000 76.4750000 99259000
USD000000TOD 60 20201110 140000 76.4800000 76.4975000 76.1900000 76.2650000 153403000
USD000000TOD 60 20201110 150000 76.2700000 76.4500000 76.2475000 76.3025000 92973000
USD000000TOD 60 20201110 160000 76.2825000 76.8025000 76.2750000 76.6100000 100670000
USD000000TOD 60 20201110 170000 76.6000000 76.8550000 76.5475000 76.7225000 38728000
USD000000TOD 60 20201112 100000 76.4975000 77.4600000 76.4975000 77.2075000 295455000
USD000000TOD 60 20201112 110000 77.2000000 77.2075000 76.8125000 76.8725000 273465000
USD000000TOD 60 20201112 120000 76.8650000 77.0650000 76.7975000 76.8525000 149237000
USD000000TOD 60 20201112 130000 76.8475000 76.8475000 76.6275000 76.8200000 121884000
USD000000TOD 60 20201112 140000 76.8200000 77.1725000 76.7050000 77.1725000 68440000
USD000000TOD 60 20201112 150000 77.1500000 77.5400000 77.0775000 77.4550000 132798000
USD000000TOD 60 20201112 160000 77.4425000 77.4775000 77.0925000 77.1250000 52369000
USD000000TOD 60 20201112 170000 77.1025000 77.3100000 77.0700000 77.2350000 16877000
